Page,Clicks,Impressions,CTR,Position
https://www.beautydiaries.gr/omorfoxamos/oikonomikaproiontaomorfias/dokimase-ta-pio-teleia-kai-oikonomika-proionta-ntemakigiaz-me-ekchylisma-mayroy-tsagioy/,0,15,0%,13.8
https://www.beautydiaries.gr/tag/maison-francis-kurkdjian/,0,15,0%,14.67
https://www.beautydiaries.gr/beautynews/aroma/dyo-nea-aromata-to-kati-allo-gia-tis-stigmes-poy-thes-na-kratiseis-konta-soy-gia-panta/,0,15,0%,15.13
https://www.beautydiaries.gr/blog/istories-savvatokyriakoy-mia-kordela-sta-mallia-kai-moysiki-na-paizei/,0,15,0%,18.53
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-4/,0,15,0%,38.87
https://www.beautydiaries.gr/apopsi/tobeautydiariesstobovary/esy-ti-xereis-gia-ti-vlefaroptosi/,0,15,0%,40.47
https://www.beautydiaries.gr/beautynews/mallia/peftoyn-sigoyra-ta-mallia-soy-kane-to-eykolo-test-kai-des-kai-tin-lysi/,0,14,0%,8.21
https://www.beautydiaries.gr/apopsi/des-to-2019-san-to-pio-epanastatiko-proion-peripoiisis/,0,14,0%,8.71
https://www.beautydiaries.gr/apopsi/tade-efi/to-no-makeup-makeup-look-poy-tairiazei-se-oles/,0,14,0%,9.57
https://www.beautydiaries.gr/tag/i-omorfia-einai-sta-apla/,0,14,0%,9.93
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/einai-ayto-to-megalytero-hair-trend-tis-sezon/,0,14,0%,10.14
https://www.beautydiaries.gr/2013/12/08/ο-έρωτας-μεγάλη-ιστορία-κέρδισε/,0,14,0%,10.71
https://www.beautydiaries.gr/beautynews/makigiaz/akomi-mia-nea-kai-fantastiki-nude-paleta-skion-apodeiknyei-oti-i-omorfia-einai-sta-apla/,0,14,0%,12.21
https://www.beautydiaries.gr/beautynews/makigiaz/agapiti-makeup-addict-echeis-minyma-kai-koita-na-to-pareis-giati-echei-syllektiki-axia/,0,14,0%,13.43
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ti-kanei-ayti-ti-sheet-mask-me-kostos-5-50e-toso-epanastatiki/,0,14,0%,13.5
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/farmakeio/enydatosi-me-loyloydia-kai-meli-gia-ti-generation-z/,0,14,0%,14.57
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/4-aploystates-symvoyles-makigiaz-gia-na-lampseis-sto-lepto/,0,14,0%,15.86
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-28/,0,14,0%,17.07
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/einai-to-ladi-prosopoy-to-idio-aparaitito-me-tin-enydatiki-krema/,0,14,0%,18.14
https://www.beautydiaries.gr/2014/03/04/πότε-έπαψες-να-πιστεύεις-ότι-είσαι-όμο/,0,14,0%,23.86
https://www.beautydiaries.gr/omorfoxamos/oitaseisstinomorfia/h-tasi-poy-kanei-panta-thraysi-kompozarei-to-verkini-me-skia-kragion-i-highlighter/,0,14,0%,24.21
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/ayti-i-paleta-skion-echei-mpoliki-love-ston-tropo-poy-forietai/,0,14,0%,24.43
https://www.beautydiaries.gr/tag/trik-makigiaz-gia-megali-myti/,0,14,0%,73.14
https://www.beautydiaries.gr/2014/12/28/συμπάθεια-για-τον-ενθουσιασμό-των-γιο/,0,13,0%,5.23
https://www.beautydiaries.gr/omorfoxamos/beautyreview/ta-pio-empneystika-beauty-postarismata-sto-instagram-einai-ayta-poy-thes-na-yiothetiseis-amesos/,0,13,0%,6.08
https://www.beautydiaries.gr/category/beautynews/aroma/,0,13,0%,6.31
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-or/,0,13,0%,9.23
https://www.beautydiaries.gr/beautynews/grooming/giati-to-loyk-toy-soyper-iroa-kris-evans-einai-panta-to-kati-allo/,0,13,0%,9.38
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/ayto-einai-to-teletoyrgiko-peripoiisis-gia-ekrixi-lampsis/,0,13,0%,9.54
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/an-o-paragontas-ekplixi-itan-aroma-tha-itan-ayto/,0,13,0%,10.62
https://www.beautydiaries.gr/apopsi/tade-efi/ayti-einai-i-megalyteri-kainotomia-stin-enydatosi-toy-prosopoy/,0,13,0%,11.85
https://www.beautydiaries.gr/tag/nail-salon-sti-glyfada/,0,13,0%,15.31
https://www.beautydiaries.gr/apopsi/tade-efi/to-teletoyrgiko-gia-na-lampseis/,0,13,0%,15.77
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-43/,0,13,0%,15.85
https://www.beautydiaries.gr/tag/attica-beauty/,0,13,0%,16.08
https://www.beautydiaries.gr/2013/10/03/μου-λείπει-εκείνος-ο-καιρός/,0,13,0%,20.31
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-22/,0,13,0%,25
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-18/,0,13,0%,25.62
https://www.beautydiaries.gr/omorfoxamos/oikonomikaproiontaomorfias/black-friday-kai-ekmetalleysoy-to-eos-50-sta-pio-must-have-proionta-tis-clinique/,0,13,0%,26
https://www.beautydiaries.gr/blog/giati-i-yperdynami-soy-tha-eprepe-na-ginei-systatiko-gia-tin-pio-epanastatiki-krema-antigiransis/,0,13,0%,28.31
https://www.beautydiaries.gr/apopsi/omorfia/pal-apo-tin-archi/,0,13,0%,37.31
https://www.beautydiaries.gr/tag/rytides-sta-matia/,0,13,0%,55.31
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/ti-kanei-pia-ayto-to-yperocho-voytyro-karite-ki-echei-prokalesei-rigi-enthoysiasmoy/,0,13,0%,57.62
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/to-kokkino-kragion-einai-panta-teleio-gia-tis-giortes/,0,13,0%,58.15
https://www.beautydiaries.gr/tag/dimitris-sarantoy/,0,12,0%,7.75
https://www.beautydiaries.gr/2017/07/19/7758/,0,12,0%,10.08
https://www.beautydiaries.gr/tag/eyaisthisia-sto-trichoto-tis-kefalis/,0,12,0%,10.25
https://www.beautydiaries.gr/omorfoxamos/beautyreview/to-kokkino-poy-tairiazei-m-ola-kai-kyrios-tora/,0,12,0%,10.58
https://www.beautydiaries.gr/alithines-istories/ayto-to-hair-brand-kanei-omorfochamo/,0,12,0%,13.17
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/yparchoyn-kapoia-bronzers-poy-xechorizoyn-kai-thes-na-ta-xereis/,0,12,0%,13.17
https://www.beautydiaries.gr/category/stonkosmotisomorfias/,0,12,0%,13.42
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-6/,0,12,0%,16.33
https://www.beautydiaries.gr/blog/me-orthanoichto-to-vlemma/,0,12,0%,19.67
https://www.beautydiaries.gr/beautynews/makigiaz/ayti-einai-i-oraioteri-vegan-mascara-kai-charizei-theamatiko-ogko/,0,12,0%,22.5
https://www.beautydiaries.gr/beautynews/grooming/psithyrise-toy-merika-apo-ta-pio-oraia-antrika-proionta-peripoiisis/,0,12,0%,28.83
https://www.beautydiaries.gr/2018/09/13/η-απλότητα-του-μπιουτόκοσμου-κρύβει-μ/,0,12,0%,30.08
https://www.beautydiaries.gr/tag/lab-series/,0,12,0%,31.58
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/farmakeio/to-soyper-apalo-gel-katharismoy-prosopoy-poy-tairiazei-poly-se-sena-poy-echeis-lipari-epidermida/,0,12,0%,54
https://www.beautydiaries.gr/tag/xirodermia-sto-trichoto-tis-kefalis/,0,12,0%,75.58
https://www.beautydiaries.gr/tag/dkny/,0,11,0%,5.27
https://www.beautydiaries.gr/category/apopsi/,0,11,0%,7.45
https://www.beautydiaries.gr/tag/anamesa/,0,11,0%,7.73
https://www.beautydiaries.gr/tag/kati-dika-moy/,0,11,0%,9.55
https://www.beautydiaries.gr/2017/08/02/αυγούστιασε-και-μοσχομύρισε-λαχτάρα/,0,11,0%,11.18
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/kaneis-tis-sostes-kiniseis-gia-na-doyleyei-sosta-i-agapimeni-soy-maskara/,0,11,0%,11.73
https://www.beautydiaries.gr/beautynews/aroma/carolina-herrera-ena-neo-zeygari-aromaton-212-vip-poy-quot-partarei-quot-alliotika/,0,11,0%,13.55
https://www.beautydiaries.gr/omorfoxamos/beautyreview/to-ladi-poy-enydatonei-tis-dipsasmenes-mpoykles/,0,11,0%,14.18
https://www.beautydiaries.gr/tag/ξεγνοιασιά/,0,11,0%,16.82
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/makigiaz/dose-ligo-vasi/,0,11,0%,18.64
https://www.beautydiaries.gr/you-ve-got-nail/prosthese-ki-essie-chroma-kai-lampsi-sta-gkriza-soy-oneira/,0,11,0%,19.27
https://www.beautydiaries.gr/2013/04/09/kίνηση-ματ/,0,11,0%,19.55
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/tade-efi/mipos-to-gymno-prosopo-einai-sexi-ekfrasoy/,0,11,0%,19.73
https://www.beautydiaries.gr/tag/peripoiisi-gia-omoiomorfo-tono-epidermidas/,0,11,0%,22.09
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/poia-einai-ta-soyper-systatika-apo-ti-fysi-poy-krinontai-aparaitita-kai-gia-tin-kathimerini-peripoiisi/,0,11,0%,27
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/mallia/ti-na-prosexeis-me-to-loysimo-ton-mallion-soy/,0,11,0%,44.09
https://www.beautydiaries.gr/2010/09/02/κάτι-μου-θύμισες/,0,11,0%,55.45
https://www.beautydiaries.gr/category/blog/,0,11,0%,69.27
https://www.beautydiaries.gr/tag/caolion/,0,10,0%,5.7
https://www.beautydiaries.gr/category/beauty-questions/,0,10,0%,7.6
https://www.beautydiaries.gr/tag/bovary/,0,10,0%,9.2
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-5/,0,10,0%,12.3
https://www.beautydiaries.gr/beautynews/makigiaz/1-highlighter-poy-agapoyn-oi-gallides-2-symvoyles-gia-apsogi-efarmogi-toy/,0,10,0%,12.8
https://www.beautydiaries.gr/apopsi/omorfia/ta-koritsia-xenychtoyn-m-ena-mystiko/,0,10,0%,14.9
https://www.beautydiaries.gr/category/beauty-news-ta-nea-tis-omorfias/fersoy-san-paidi/,0,10,0%,16.5
https://www.beautydiaries.gr/tag/ante-vres-tora-tropo-na-xevoleyteis/,0,10,0%,21.6
https://www.beautydiaries.gr/tag/niose-omorfa/,0,10,0%,22
https://www.beautydiaries.gr/beautynews/aroma/ena-aroma-poy-moiazei-me-xefreno-vals/,0,10,0%,24.9
https://www.beautydiaries.gr/beautynews/makigiaz/h-nea-ygri-skia-ypsilis-diarkeias-kai-mia-soyper-syllogi-makigiaz-empotismeni-me-krystalloys/,0,10,0%,26.4
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/poia-einai-i-sosti-posotita-proiontos-peripoiisis-poy-prepei-na-chrisimopoieis/,0,10,0%,30.2
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/mikra-mystika-omorfias-gia-oles-tis-ores-3/,0,10,0%,42.4
https://www.beautydiaries.gr/tag/beautydiaries-gr/,0,9,0%,1
https://www.beautydiaries.gr/tag/dr-pawpaw-scrub-amp-amp-nourish/,0,9,0%,4.44
https://www.beautydiaries.gr/blog/poios-xevoleyetai-tora/,0,9,0%,5.22
https://www.beautydiaries.gr/tag/elemis/,0,9,0%,6.56
https://www.beautydiaries.gr/tag/voyrtsa-mallion-manta/,0,9,0%,9.44
https://www.beautydiaries.gr/tag/apivita/,0,9,0%,10.11
https://www.beautydiaries.gr/tag/beauty-logariasmoi-sto-instagram/,0,9,0%,11.33
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/mikra-mystika-omorfias-gia-oles-tis-ores-4/,0,9,0%,12.89
https://www.beautydiaries.gr/tag/cure-nail-works/,0,9,0%,15.44
https://www.beautydiaries.gr/tag/nails-in-heaven/,0,9,0%,19.89
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-42/,0,9,0%,20.44
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-3/,0,9,0%,22.44
https://www.beautydiaries.gr/beautynews/farmakeio/esy-echeis-katalavei-pos-doyleyoyn-ta-boosters-tis-frezyderm/,0,9,0%,33.33
https://www.beautydiaries.gr/wp-content/uploads/2011/04/form2.htm,0,9,0%,35.78
https://www.beautydiaries.gr/tag/chromatotherapeia/,0,9,0%,86.22
https://www.beautydiaries.gr/blog/gyreyontas-tin-kalokairini-esans-xegnoiasias/?fbclid=IwAR01vq0XGc1FK3_qcT9bhGSRzxni-rQ8mcyKFht8oO7lFYXqOqpXzF2diYc,0,8,0%,7.38
https://www.beautydiaries.gr/beautynews/mallia/na-pos-tha-metamorfoseis-ena-aplo-chtenisma-se-mia-sik-koyp/,0,8,0%,7.5
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/ayti-i-sygkekrimeni-frontida-xypnaei-ti-fysiki-lampsi/,0,8,0%,8.5
https://www.beautydiaries.gr/apopsi/omorfia/synaisthimatikes-aypnies/,0,8,0%,9.12
https://www.beautydiaries.gr/tag/san-spitiko-liker/,0,8,0%,9.12
https://www.beautydiaries.gr/tag/φατσοβιβλίο/,0,8,0%,10.88
https://www.beautydiaries.gr/tag/beautylike/,0,8,0%,10.88
https://www.beautydiaries.gr/beautynews/soma/kanoyme-mia-koyventa-gia-tin-anazoogonisi-sto-mpanio/,0,8,0%,12.38
https://www.beautydiaries.gr/2014/04/08/h-αληθινή-ομορφιά-σου-κυκλοφορεί-ελεύθ/,0,8,0%,14.12
https://www.beautydiaries.gr/2014/11/20/η-απόλαυση-της-κρίσης/,0,8,0%,14.25
https://www.beautydiaries.gr/beautynews/makigiaz/dose-ligo-vasi/,0,8,0%,19.38
https://www.beautydiaries.gr/omorfoxamos/oikonomikaproiontaomorfias/i-apolepisi-somatos-einai-thaymatoyrgi-kai-min-tin-xechnas/,0,8,0%,23.62
https://www.beautydiaries.gr/2017/01/18/όταν-θέλεις-μπορείς/,0,8,0%,27.12
https://www.beautydiaries.gr/apopsi/oi-veloydines-skepseis/,0,8,0%,36.62
https://www.beautydiaries.gr/apopsi/omorfia/ta-proina-me-chamogelo-einai-ta-pio-simantika/,0,8,0%,37.38
https://www.beautydiaries.gr/tag/biotherm-homme/,0,8,0%,40.88
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-20/,0,8,0%,41.5
https://www.beautydiaries.gr/tag/pretty-me/,0,8,0%,43.62
https://www.beautydiaries.gr/tag/elixirio-neotitas/,0,8,0%,44.38
https://www.beautydiaries.gr/beautynews/makigiaz/o-pio-charismatikos-kallitechnis-toy-calligraffiti-dimioyrgei-mia-poly-spesial-seira-makigiaz/,0,8,0%,46.25
https://www.beautydiaries.gr/tag/couverage/,0,8,0%,62.75
https://www.beautydiaries.gr/category/omorfoxamos/oikonomikaproiontaomorfias/,0,7,0%,6.57
https://www.beautydiaries.gr/category/apopsi/omorfia-apopsi/,0,7,0%,6.86
https://www.beautydiaries.gr/beautynews/soma/mporei-ena-fysiko-systatiko-na-prosferei-frontida-kai-chalarosi-se-soma-kai-pneyma/,0,7,0%,7.14
https://www.beautydiaries.gr/omorfoxamos/oitaseisstinomorfia/3-beauty-trends-poy-tha-latrepseis-ton-cheimona-kai-des-giati/,0,7,0%,9
https://www.beautydiaries.gr/apopsi/tade-efi/anagki-gia-tonoys-apo-chamogelares/,0,7,0%,11.29
https://www.beautydiaries.gr/beautynews/makigiaz/mathe-ta-panta-gia-tin-pio-anatreptiki-nude-paleta-skion-poy-periechei-elaio-karydas/,0,7,0%,16.43
https://www.beautydiaries.gr/tag/vanesa-archontidoy/,0,7,0%,18.29
https://www.beautydiaries.gr/tag/agapimena-proionta-clinique/,0,7,0%,19.43
https://www.beautydiaries.gr/apopsi/omorfia/xypna-fili-moy/,0,7,0%,19.57
https://www.beautydiaries.gr/tag/nestor-yannakis/,0,7,0%,19.57
https://www.beautydiaries.gr/tag/konjiac/,0,7,0%,19.86
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-14/,0,7,0%,20.43
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/mikra-mystika-omorfias-gia-oles-tis-ores-2/,0,7,0%,24.86
https://www.beautydiaries.gr/2015/06/19/h-πόλη-της-αθήνας-είναι-προσιτή-και-ευφά/,0,7,0%,25.43
https://www.beautydiaries.gr/2016/06/06/mηνύματα-αισιοδοξίας-κέρδισε/,0,7,0%,27.71
https://www.beautydiaries.gr/tag/sol-de-janeiro/,0,7,0%,28.86
https://www.beautydiaries.gr/2013/02/28/μια-αλλιώτικη-γεύση-από-καθαρά-δευτέρ/,0,7,0%,36.57
https://www.beautydiaries.gr/ta-nea-einai-oraia/aroma/an-o-paragontas-ekplixi-itan-aroma-tha-itan-ayto/,0,7,0%,37.57
https://www.beautydiaries.gr/2012/11/20/α-τέλεια-είπες-kαθάρισες/,0,7,0%,43.71
https://www.beautydiaries.gr/omorfoxamos/symvoulesomorfias/einai-dynaton-o-typos-tis-epidermidas-na-allazei/,0,7,0%,44.71
https://www.beautydiaries.gr/tag/taseis-se-makigiaz/,0,7,0%,44.86
https://www.beautydiaries.gr/tag/lampsi-sta-mallia/,0,7,0%,48.86
https://www.beautydiaries.gr/tag/beauty-blender/,0,7,0%,64.14
https://www.beautydiaries.gr/tag/adiavrochi-maskara/,0,7,0%,75.86
https://www.beautydiaries.gr/tag/symvoyles-gia-apala-mallia/,0,7,0%,79.14
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/h-apotheosi-toy-mat-makigiaz/,0,6,0%,4.5
https://www.beautydiaries.gr/2015/08/02/ποιο-ξενύχτι-σε-ομορφαίνει/,0,6,0%,5.33
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-1/,0,6,0%,6.67
https://www.beautydiaries.gr/ta-nea-einai-oraia/makigiaz/dose-ligo-vasi/,0,6,0%,7.5
https://www.beautydiaries.gr/tumblr_m27c18yjap1qd6cbio1_500/,0,6,0%,8
https://www.beautydiaries.gr/2014/10/28/μασκαρέματα-για-λίγη-τρυφεράδα/,0,6,0%,12.33
https://www.beautydiaries.gr/2013/06/16/μη-χαρίζεσαι/,0,6,0%,17.17
https://www.beautydiaries.gr/tag/alla-logia-na-agapiomaste/,0,6,0%,17.17
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/peripoiisiprosopou/divine-oil-ta-panta-gia-to-oneiremeno-elaio-tis-caudalie/,0,6,0%,25.33
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/grooming/eftase-i-stigmi-na-epilexeis-dora-peripoiisis-gia-to-pio-apaititiko-typo-tis-zois-soy/,0,6,0%,27
https://www.beautydiaries.gr/tag/nea-nude-paleta-hudabeauty/,0,6,0%,27.83
https://www.beautydiaries.gr/tag/aythadeia/,0,6,0%,33.17
https://www.beautydiaries.gr/beautynews/makigiaz/giati-i-nea-syllogi-wild-earth-toy-oikoy-dior-dimioyrgei-megalo-thema-syzitisis/,0,6,0%,34.17
https://www.beautydiaries.gr/2014/07/30/σύκο-κάτσε/,0,6,0%,35.67
https://www.beautydiaries.gr/tag/xylini-voyrtsa-somatos/,0,6,0%,38.67
https://www.beautydiaries.gr/tag/i-omorfia-einai-synaisthima/,0,5,0%,1.8
https://www.beautydiaries.gr/tag/body-scrub/,0,5,0%,2
https://www.beautydiaries.gr/tag/a-derma/,0,5,0%,3.8
https://www.beautydiaries.gr/?p=11244&preview=true,0,5,0%,4.4
https://www.beautydiaries.gr/tag/apolayse-ayto-poy-zeis/,0,5,0%,4.4
https://www.beautydiaries.gr/apopsi/tade-efi/sa-na-chanoyme-tin-ypomoni-mas/,0,5,0%,5.4
https://www.beautydiaries.gr/blog/esy-poso-apolamvaneis-tin-aisthisi-tis-neas-epochis/,0,5,0%,5.8
https://www.beautydiaries.gr/blog/mathe-na-se-chalaroneis/,0,5,0%,6.2
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-7/,0,5,0%,6.4
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-12/,0,5,0%,6.6
https://www.beautydiaries.gr/ta-nea-einai-oraia/makigiaz/ayti-i-maskara-me-to-3d-printed-voyrtsaki-einai-apolyta-epanastatiki/,0,5,0%,7
https://www.beautydiaries.gr/beautynews/peripoiisi/ayti-i-sygkekrimeni-frontida-xypnaei-ti-fysiki-lampsi/,0,5,0%,8.2
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/soma/thes-apalotita-sto-soma-soy/,0,5,0%,8.4
https://www.beautydiaries.gr/beautynews/aroma/poio-aroma-dinei-enthoysiodi-kinisi-kai-dynamiko-rythmo/,0,5,0%,8.4
https://www.beautydiaries.gr/beautynews/grooming/eftase-i-stigmi-na-epilexeis-dora-peripoiisis-gia-to-pio-apaititiko-typo-tis-zois-soy/,0,5,0%,8.4
https://www.beautydiaries.gr/tag/makigiaz-agrio-triavtafyllo-korres/,0,5,0%,8.4
https://www.beautydiaries.gr/apopsi/to-hashtag-stopsunageing-forietai-anti-gia-martaki/,0,5,0%,8.6
https://www.beautydiaries.gr/category/des-ta-panta-allios-ki-alliotika/tade-efi/,0,5,0%,8.6
https://www.beautydiaries.gr/tumblr_lt69fwv2b41qdpsx9o1_500/,0,5,0%,8.8
https://www.beautydiaries.gr/tag/ομορφιά-στην-πόλη/,0,5,0%,9.4
https://www.beautydiaries.gr/tag/dr-jart/,0,5,0%,9.6
https://www.beautydiaries.gr/tag/glamglow/,0,5,0%,9.6
https://www.beautydiaries.gr/tag/mprigiantini/,0,5,0%,9.8
https://www.beautydiaries.gr/beautynews/grooming/oskar-2019-oi-andres-poy-xechorisan-sto-kokkino-chali-eichan-ligo-proion-sta-mallia-kai-terastio-chamogelo/,0,5,0%,10
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/des-gyro-soy-kalytera/,0,5,0%,10.6
https://www.beautydiaries.gr/tag/portokali-kai-mple-sta-matia/,0,5,0%,10.6
https://www.beautydiaries.gr/2011/03/28/κρουαζιέρα-θα-σε-πάω/,0,5,0%,12.8
https://www.beautydiaries.gr/category/beauty-news-ta-nea-tis-omorfias/soma/,0,5,0%,14.8
https://www.beautydiaries.gr/omorfoxamos/politeliproiontaomorfias/mipos-chreiazesai-ena-pragmatika-premium-elixirio-tonosis-kai-lampsis/,0,5,0%,14.8
https://www.beautydiaries.gr/tag/mili-mpompi-mpraoyn/,0,5,0%,20.6
https://www.beautydiaries.gr/apopsi/beautynews-apopsi/to-alogo-toy-markisioy-de-rocozel-epasche-apo-mia-dermatitida-alla-egine-kala-meta-apo-merika-mpania/,0,5,0%,20.8
https://www.beautydiaries.gr/beauty-news-ta-nea-tis-omorfias/aroma/an-thes-taxidi-sti-n-yorki-ayto-einai-to-aroma-poy-tha-se-paei-ekei-tora/,0,5,0%,21.2
https://www.beautydiaries.gr/tag/teo-hair-design/,0,5,0%,24.2
https://www.beautydiaries.gr/2011/07/13/tάση-μου-να-σου-πω/,0,5,0%,25.4
https://www.beautydiaries.gr/2011/01/31/όσα-φέρνει-η-beauty-ώρα/,0,5,0%,25.6
https://www.beautydiaries.gr/tag/matia/,0,5,0%,27.4
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/des-tin-allagi-sto-prosopo-toy-sk/,0,5,0%,35.4
https://www.beautydiaries.gr/tag/proionta-antigiransis/,0,5,0%,35.6
https://www.beautydiaries.gr/tag/kalokairina-nychia/,0,5,0%,37.4
https://www.beautydiaries.gr/tag/idees-gia-styl-makigiaz/,0,5,0%,37.8
https://www.beautydiaries.gr/tag/miss-polyplexi/,0,5,0%,39.2
https://www.beautydiaries.gr/tag/kilides-sta-cheria/,0,5,0%,42
https://www.beautydiaries.gr/tag/maggoosh/,0,5,0%,46.2
https://www.beautydiaries.gr/omorfoxamos/oitaseisstinomorfia/oi-oraioteres-taseis-se-makigiaz-kai-mallia-einai-aytes-poy-mporeis-kai-foras-kathimerina/,0,5,0%,49.6
https://www.beautydiaries.gr/blog/etoimasies-gia-ti-megali-ypodochi/,0,5,0%,51.6
https://www.beautydiaries.gr/wp-content/uploads/2011/06/form.htm,0,5,0%,81
https://www.beautydiaries.gr/tag/natura-siberica/,0,4,0%,1
https://www.beautydiaries.gr/apopsi/omorfia/yperories-oneiron/,0,4,0%,1.5
https://www.beautydiaries.gr/tag/diagonismos-caudalie/,0,4,0%,2
https://www.beautydiaries.gr/beautynews/makigiaz/mporeis-na-fantasteis-poso-teleio-mporei-na-einai-ena-kragion-me-superfruits/,0,4,0%,3.25
https://www.beautydiaries.gr/2012/06/01/είσαι-μέσα/,0,4,0%,3.5
https://www.beautydiaries.gr/tag/chronia-polla-kai-lampera/,0,4,0%,3.5
https://www.beautydiaries.gr/tag/tr2thission-revisited-2/,0,4,0%,3.5
https://www.beautydiaries.gr/2018/04/10/πάμε-πάλι-από-την-αρχή/,0,4,0%,4.5
https://www.beautydiaries.gr/tag/lancome/,0,4,0%,4.5
https://www.beautydiaries.gr/tag/oikogeneia-drosoy/,0,4,0%,5.25
https://www.beautydiaries.gr/?p=13235&preview=true,0,4,0%,6
https://www.beautydiaries.gr/beautynews/h-apotheosi-toy-mat-makigiaz/,0,4,0%,6
https://www.beautydiaries.gr/des-ta-panta-allios-ki-alliotika/sympatheia-gia-ton-enthoysiasmo-ton-giorton/,0,4,0%,6
https://www.beautydiaries.gr/tag/petseta-gia-katharismo-prosopoy/,0,4,0%,6.5
https://www.beautydiaries.gr/tag/exasthenimena-mallia/,0,4,0%,7
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-11/,0,4,0%,7.25
https://www.beautydiaries.gr/beauty-questions/mikra-mystika-omorfias-gia-oles-tis-ores-17/,0,4,0%,8
https://www.beautydiaries.gr/2017/12/03/οι-βελούδινες-σκέψεις/,0,4,0%,8.25
https://www.beautydiaries.gr/beautynews/makigiaz/yperocho-to-kragion-poy-periechei-voytyro-karite-kai-voytyro-mangko-ti-to-kanei-toso-monadiko/,0,4,0%,8.25
https://www.beautydiaries.gr/2018/04/13/χανγκόβερ-αισιοδοξίας-2/,0,4,0%,9.25
https://www.beautydiaries.gr/apopsi/omorfia/wordsearch-ekei-poy-echeis-epiloges-ekei-na-pigaineis/,0,4,0%,9.5
https://www.beautydiaries.gr/2011/01/15/dream-team/,0,4,0%,11.75
https://www.beautydiaries.gr/beautynews/makigiaz/ta-smoky-eyes-einai-i-pio-kayti-tasi-gia-tis-giortes/,0,4,0%,11.75
https://www.beautydiaries.gr/beautynews/mallia/soy-echo-mikra-mystika-gia-teleia-mallia/,0,4,0%,12
https://www.beautydiaries.gr/2012/12/09/aκραία-χρόνια-πάθηση/,0,4,0%,12.75
https://www.beautydiaries.gr/tag/staybeautiful/,0,4,0%,13.25
